Order Date,Product Name,Revenue Stream,Unit Price,Quantity
2020-08-01,Product 8,Product,95.87,1
2020-08-02,Product 4,Product,61.73,4
2020-08-02,Product 3,Product,16.52,3
2020-08-02,License 7,License,42.14,3
2020-08-03,Product 2,Product,71.84,2
2020-08-03,License 9,License,33.0,1
2020-08-03,Managed Service 3,Managed Service,39.53,3
2020-08-04,Managed Service 2,Managed Service,15.71,3
2020-08-04,Product 10,Product,2.26,3
2020-08-04,Managed Service 1,Managed Service,23.37,3
2020-08-05,Product 3,Product,46.32,1
2020-08-05,License 2,License,34.5,2
2020-08-05,Product 11,Product,83.09,1
2020-08-06,License 6,License,39.62,4
2020-08-06,Product 4,Product,69.02,4
2020-08-06,Product 7,Product,23.69,1
2020-08-06,Product 2,Product,85.44,2
2020-08-07,Product 10,Product,1.74,2
2020-08-08,License 2,License,72.59,2
2020-08-09,Product 1,Product,6.76,2
2020-08-09,Product 8,Product,79.95,3
2020-08-09,Product 1,Product,68.05,3
2020-08-09,Product 1,Product,82.16,3
2020-08-09,License 2,License,27.9,2
2020-08-10,Product 9,Product,67.09,3
2020-08-10,Product 8,Product,21.73,3
2020-08-10,License 8,License,43.37,1
2020-08-11,License 1,License,27.78,4
2020-08-11,License 8,License,85.46,4
2020-08-11,Managed Service 3,Managed Service,94.54,1
2020-08-11,License 5,License,17.31,4
2020-08-12,Product 2,Product,12.15,2
2020-08-13,Product 8,Product,87.72,4
2020-08-13,Product 6,Product,73.87,4
2020-08-14,Managed Service 1,Managed Service,74.64,1
2020-08-14,License 1,License,59.49,3
2020-08-14,License 7,License,86.62,4
2020-08-14,License 9,License,43.76,3
2020-08-15,License 7,License,30.69,1
2020-08-15,Product 4,Product,4.32,1
2020-08-15,Product 9,Product,49.65,3
2020-08-16,Product 5,Product,50.88,4
2020-08-16,License 3,License,3.16,1
2020-08-16,Product 9,Product,4.45,4
2020-08-16,Managed Service 2,Managed Service,36.93,2
2020-08-16,Managed Service 2,Managed Service,11.04,3
2020-08-17,Product 9,Product,53.99,3
2020-08-17,Product 9,Product,58.77,1
2020-08-17,License 1,License,49.84,2
2020-08-17,Product 7,Product,93.57,1
2020-08-18,Product 9,Product,77.07,2
2020-08-19,Product 4,Product,56.18,2
2020-08-19,Product 3,Product,23.69,4
2020-08-19,Managed Service 2,Managed Service,17.38,4
2020-08-19,Managed Service 2,Managed Service,28.22,2
2020-08-20,Product 8,Product,28.29,2
2020-08-20,License 4,License,59.14,2
2020-08-20,License 3,License,76.91,2
2020-08-21,Product 7,Product,50.2,3
2020-08-21,License 6,License,79.52,1
2020-08-21,Managed Service 2,Managed Service,83.61,4
2020-08-21,Product 5,Product,50.2,1
2020-08-21,Product 2,Product,67.04,4
2020-08-22,License 8,License,90.21,2
2020-08-22,License 2,License,80.79,2
2020-08-22,Product 10,Product,65.91,2
2020-08-23,Managed Service 1,Managed Service,90.76,4
2020-08-23,Product 6,Product,77.32,1
2020-08-23,Product 10,Product,15.24,2
2020-08-23,License 1,License,45.53,4
2020-08-24,Product 1,Product,68.78,2
2020-08-24,Product 5,Product,7.23,4
2020-08-24,Product 3,Product,33.44,1
2020-08-25,License 9,License,83.82,3
2020-08-25,Product 11,Product,24.05,3
2020-08-25,License 1,License,19.86,3
2020-08-25,Managed Service 1,Managed Service,71.44,3
2020-08-25,Product 9,Product,91.25,4
2020-08-26,Product 1,Product,5.12,3
2020-08-26,Product 4,Product,49.38,2
2020-08-26,Product 2,Product,74.15,3
2020-08-26,Managed Service 2,Managed Service,93.77,1
2020-08-27,Managed Service 2,Managed Service,82.71,4
2020-08-27,Managed Service 2,Managed Service,2.81,2
2020-08-28,License 2,License,79.85,3
2020-08-28,License 7,License,99.75,2
2020-08-28,Managed Service 1,Managed Service,96.72,4
2020-08-28,Product 3,Product,4.34,3
2020-08-29,License 9,License,19.19,1
2020-08-29,License 1,License,73.38,2
2020-08-30,Product 6,Product,15.92,4
2020-08-30,License 5,License,63.37,1
2020-08-30,Product 1,Product,28.94,2
2020-08-31,Product 5,Product,44.92,3
2020-08-31,License 9,License,32.29,1
2020-08-31,Product 7,Product,45.24,3
2020-08-31,Product 4,Product,69.75,4
2020-08-31,Product 10,Product,39.49,2
2020-09-01,Product 9,Product,18.75,2
2020-09-01,Product 8,Product,28.06,3
2020-09-01,Managed Service 2,Managed Service,93.26,2
2020-09-02,Product 12,Product,2.89,3
2020-09-03,Managed Service 3,Managed Service,54.95,4
2020-09-04,License 9,License,20.21,3
2020-09-04,Product 6,Product,80.3,1
2020-09-04,Product 12,Product,77.44,1
2020-09-04,License 4,License,7.76,4
2020-09-05,Product 1,Product,37.84,4
2020-09-05,Product 6,Product,26.68,3
2020-09-05,License 4,License,17.62,4
2020-09-06,Product 11,Product,23.93,3
2020-09-06,Managed Service 3,Managed Service,52.37,2
2020-09-06,Product 11,Product,46.96,1
2020-09-06,Product 6,Product,90.1,1
2020-09-06,Product 12,Product,61.62,3
2020-09-07,Product 1,Product,32.27,1
2020-09-07,Product 2,Product,14.81,1
2020-09-08,License 8,License,13.72,3
2020-09-08,Product 9,Product,73.08,4
2020-09-08,License 1,License,61.71,4
2020-09-08,License 1,License,78.82,4
2020-09-08,License 6,License,77.79,2
2020-09-09,License 4,License,48.47,2
2020-09-09,Product 2,Product,20.63,3
2020-09-09,Product 6,Product,86.5,4
2020-09-09,Product 8,Product,39.23,2
2020-09-10,Product 7,Product,0.67,4
2020-09-10,License 3,License,51.34,4
2020-09-10,Managed Service 3,Managed Service,6.22,2
2020-09-10,Managed Service 2,Managed Service,64.54,1
2020-09-11,Managed Service 3,Managed Service,2.59,2
2020-09-11,Product 11,Product,18.13,4
2020-09-11,License 3,License,47.44,3
2020-09-11,Product 9,Product,42.12,4
2020-09-11,Product 10,Product,86.46,4
2020-09-12,Product 9,Product,83.59,4
2020-09-12,Product 6,Product,57.87,2
2020-09-12,License 8,License,87.62,3
2020-09-12,Product 3,Product,62.57,3
2020-09-12,Product 4,Product,33.48,3
2020-09-13,License 4,License,8.61,4
2020-09-13,License 9,License,94.84,4
2020-09-13,Product 10,Product,44.09,1
2020-09-13,Managed Service 3,Managed Service,77.16,3
2020-09-14,Product 1,Product,86.44,4
2020-09-14,License 3,License,99.28,2
2020-09-15,Product 1,Product,47.95,2
2020-09-16,License 2,License,35.63,1
2020-09-16,Product 1,Product,20.7,1
2020-09-16,License 6,License,49.34,3
2020-09-16,License 9,License,51.55,4
2020-09-16,License 3,License,25.37,1
2020-09-17,Product 2,Product,87.83,4
2020-09-17,Product 6,Product,87.52,1
2020-09-17,License 2,License,58.23,3
2020-09-18,License 1,License,98.44,2
2020-09-19,Product 2,Product,69.36,2
2020-09-19,License 6,License,5.9,3
2020-09-20,Product 12,Product,43.23,3
2020-09-20,Managed Service 3,Managed Service,75.42,1
2020-09-21,License 4,License,38.26,2
2020-09-21,Product 8,Product,26.84,1
2020-09-21,License 2,License,34.29,3
2020-09-21,Product 8,Product,54.04,4
2020-09-21,Product 7,Product,13.75,3
2020-09-22,Product 10,Product,69.03,3
2020-09-23,Product 11,Product,16.49,3
2020-09-23,License 2,License,22.04,1
2020-09-23,Product 1,Product,41.56,3
2020-09-24,Managed Service 1,Managed Service,91.74,2
2020-09-24,Managed Service 3,Managed Service,55.21,1
2020-09-24,Managed Service 3,Managed Service,85.81,3
2020-09-25,Managed Service 2,Managed Service,24.23,2
2020-09-25,Managed Service 3,Managed Service,21.56,1
2020-09-25,License 2,License,84.06,1
2020-09-26,Product 6,Product,90.79,3
2020-09-26,License 3,License,6.44,4
2020-09-26,License 4,License,92.26,4
2020-09-26,Product 10,Product,73.83,3
2020-09-26,Product 12,Product,51.89,1
2020-09-27,Product 9,Product,55.12,1
2020-09-27,Product 6,Product,53.51,3
2020-09-28,Managed Service 1,Managed Service,81.82,4
2020-09-28,Product 1,Product,8.02,2
2020-09-28,License 6,License,98.06,1
2020-09-28,License 7,License,60.14,1
2020-09-29,Managed Service 2,Managed Service,58.83,1
2020-09-29,Product 8,Product,13.99,3
2020-09-29,Product 11,Product,98.67,3
2020-09-30,Managed Service 3,Managed Service,69.42,1
2020-09-30,License 9,License,15.93,4
2020-09-30,Product 6,Product,48.27,2
2020-10-01,License 7,License,44.18,1
2020-10-02,Managed Service 3,Managed Service,42.42,4
2020-10-03,Product 11,Product,65.68,4
2020-10-03,Product 5,Product,75.42,3
2020-10-03,Product 3,Product,32.85,4
2020-10-03,License 3,License,80.99,2
2020-10-03,Product 6,Product,43.2,3
2020-10-04,License 5,License,76.83,3
2020-10-04,Product 7,Product,2.42,4
2020-10-04,Managed Service 2,Managed Service,97.76,3
2020-10-04,Product 3,Product,35.7,1
2020-10-04,Product 7,Product,38.24,1
2020-10-05,Product 10,Product,9.31,2
2020-10-05,License 8,License,78.72,1
2020-10-05,Product 6,Product,39.46,3
2020-10-05,Managed Service 2,Managed Service,49.11,2
2020-10-05,Product 4,Product,90.57,4
2020-10-06,Product 5,Product,86.99,2
2020-10-06,Managed Service 1,Managed Service,73.0,2
2020-10-07,Product 2,Product,79.57,2
2020-10-07,Product 3,Product,57.61,4
2020-10-07,License 3,License,28.82,4
2020-10-07,License 1,License,88.8,3
2020-10-08,License 7,License,74.62,2
2020-10-08,Product 6,Product,40.9,2
2020-10-08,Product 12,Product,55.01,2
2020-10-08,Product 6,Product,85.85,2
2020-10-09,License 5,License,12.39,3
2020-10-09,Product 3,Product,45.04,4
2020-10-09,License 8,License,32.52,3
2020-10-09,Product 11,Product,97.43,3
2020-10-09,License 2,License,75.16,2
2020-10-10,Product 11,Product,86.49,2
2020-10-10,Product 3,Product,85.37,3
2020-10-10,Product 3,Product,36.35,4
2020-10-11,Product 3,Product,74.21,4
2020-10-11,Product 12,Product,14.17,1
2020-10-11,Managed Service 1,Managed Service,84.11,1
2020-10-11,Product 4,Product,71.56,4
2020-10-11,Managed Service 1,Managed Service,92.67,3
2020-10-12,Product 11,Product,10.99,3
2020-10-12,License 7,License,78.74,2
2020-10-12,License 8,License,64.44,2
2020-10-12,Product 11,Product,43.35,2
2020-10-13,License 1,License,44.15,4
2020-10-13,Product 8,Product,1.05,1
2020-10-13,Product 4,Product,96.82,1
2020-10-14,Managed Service 2,Managed Service,14.18,2
2020-10-14,Product 8,Product,54.69,1
2020-10-15,Product 6,Product,96.79,3
2020-10-15,Managed Service 3,Managed Service,49.87,2
2020-10-15,Product 6,Product,10.47,2
2020-10-15,Product 3,Product,26.86,4
2020-10-16,License 5,License,46.48,4
2020-10-16,License 1,License,48.57,4
2020-10-16,Product 4,Product,15.67,2
2020-10-16,License 1,License,54.66,2
2020-10-16,License 8,License,13.93,2
2020-10-17,Product 7,Product,21.91,1
2020-10-18,License 6,License,48.89,1
2020-10-19,Product 1,Product,18.57,3
2020-10-20,License 7,License,29.89,1
2020-10-21,Product 8,Product,62.21,2
2020-10-22,License 7,License,2.29,3
2020-10-22,License 4,License,66.61,1
2020-10-22,License 6,License,99.84,1
2020-10-22,License 6,License,80.15,3
2020-10-23,License 7,License,95.47,2
2020-10-23,License 1,License,67.95,1
2020-10-23,Product 8,Product,29.76,4
2020-10-23,License 8,License,29.4,3
2020-10-23,Product 4,Product,47.56,4
2020-10-24,License 3,License,50.5,2
2020-10-24,Product 2,Product,47.03,4
2020-10-24,Product 11,Product,69.28,1
2020-10-24,Managed Service 2,Managed Service,33.9,1
2020-10-25,License 2,License,75.51,1
2020-10-26,License 1,License,22.14,1
2020-10-26,Managed Service 3,Managed Service,76.12,4
2020-10-26,License 5,License,81.83,2
2020-10-26,Product 4,Product,52.25,4
2020-10-26,License 5,License,64.71,4
2020-10-27,License 9,License,90.04,4
2020-10-27,License 7,License,0.98,3
2020-10-27,Product 10,Product,42.9,1
2020-10-27,License 5,License,94.51,4
2020-10-27,Product 4,Product,84.0,1
2020-10-28,Product 5,Product,40.96,2
2020-10-28,License 5,License,14.1,4
2020-10-28,License 8,License,18.04,1
2020-10-28,Product 8,Product,71.38,2
2020-10-28,Managed Service 2,Managed Service,15.36,2
2020-10-29,License 6,License,27.77,3
2020-10-29,Managed Service 1,Managed Service,57.8,4
2020-10-29,Product 2,Product,4.61,2
2020-10-30,Managed Service 3,Managed Service,90.67,3
2020-10-30,Managed Service 1,Managed Service,25.17,3
2020-10-31,Product 5,Product,63.81,1
2020-10-31,Product 12,Product,55.34,3
2020-10-31,Managed Service 2,Managed Service,50.5,2
2020-11-01,Product 10,Product,50.71,4
2020-11-02,Product 2,Product,68.38,2
2020-11-02,License 5,License,48.39,2
2020-11-02,Managed Service 1,Managed Service,15.25,4
2020-11-02,Product 3,Product,18.01,1
2020-11-03,License 6,License,56.76,1
2020-11-03,Managed Service 2,Managed Service,94.41,3
2020-11-04,Managed Service 3,Managed Service,4.13,3
2020-11-04,License 6,License,18.1,2
2020-11-04,Product 10,Product,11.54,3
2020-11-04,Product 1,Product,2.64,3
2020-11-05,Product 11,Product,4.94,2
2020-11-05,Product 6,Product,37.6,1
2020-11-05,License 9,License,58.9,3
2020-11-06,License 4,License,88.01,1
2020-11-06,License 9,License,54.2,2
2020-11-06,Product 12,Product,61.93,3
2020-11-07,Managed Service 2,Managed Service,45.19,1
2020-11-07,Product 6,Product,67.21,3
2020-11-07,Product 6,Product,96.24,3
2020-11-08,License 2,License,50.47,3
2020-11-08,Product 2,Product,6.46,3
2020-11-09,Product 1,Product,29.54,4
2020-11-09,Product 2,Product,85.55,3
2020-11-09,License 2,License,18.19,2
2020-11-09,Product 3,Product,57.5,1
2020-11-10,Product 8,Product,17.08,3
2020-11-10,License 2,License,66.11,2
2020-11-10,License 7,License,40.47,3
2020-11-10,Managed Service 3,Managed Service,72.04,1
2020-11-10,Product 12,Product,85.89,1
2020-11-11,License 9,License,80.2,4
2020-11-11,License 6,License,44.55,2
2020-11-11,License 9,License,4.44,1
2020-11-11,Product 9,Product,95.99,2
2020-11-12,Product 5,Product,51.32,3
2020-11-12,Product 3,Product,48.26,3
2020-11-12,Product 2,Product,93.76,3
2020-11-13,Product 10,Product,72.8,4
2020-11-13,Product 6,Product,91.77,1
2020-11-13,License 7,License,30.81,4
2020-11-13,Product 7,Product,34.57,2
2020-11-13,License 5,License,90.2,4
2020-11-14,Product 2,Product,59.84,1
2020-11-15,License 2,License,81.13,1
2020-11-15,Product 1,Product,44.72,2
2020-11-15,Product 7,Product,78.12,2
2020-11-16,Product 10,Product,90.96,3
2020-11-17,License 5,License,94.12,3
2020-11-17,Product 9,Product,43.77,2
2020-11-17,Product 6,Product,6.43,4
2020-11-18,Managed Service 3,Managed Service,67.25,2
2020-11-18,Managed Service 3,Managed Service,51.81,2
2020-11-18,Managed Service 2,Managed Service,55.41,3
2020-11-18,Product 8,Product,95.44,1
2020-11-18,Product 10,Product,30.19,1
2020-11-19,Managed Service 1,Managed Service,52.46,2
2020-11-19,Product 9,Product,5.29,1
2020-11-20,Managed Service 2,Managed Service,43.16,3
2020-11-20,Product 7,Product,25.09,4
2020-11-20,Product 9,Product,53.3,4
2020-11-20,Managed Service 3,Managed Service,70.15,1
2020-11-21,Product 6,Product,84.1,3
2020-11-21,Product 11,Product,43.16,3
2020-11-21,License 3,License,7.12,4
2020-11-21,Product 11,Product,14.13,1
2020-11-21,Product 11,Product,44.23,1
2020-11-22,Product 8,Product,14.52,4
2020-11-22,License 7,License,17.65,2
2020-11-22,Managed Service 2,Managed Service,47.35,1
2020-11-22,Product 12,Product,46.52,3
2020-11-23,Product 6,Product,21.7,3
2020-11-23,Product 12,Product,80.66,4
2020-11-23,License 8,License,44.59,1
2020-11-23,Product 7,Product,14.74,3
2020-11-24,License 9,License,54.73,2
2020-11-25,Product 5,Product,30.56,3
2020-11-25,Product 6,Product,16.91,4
2020-11-25,Managed Service 3,Managed Service,82.95,3
2020-11-25,License 3,License,86.77,4
2020-11-26,Product 1,Product,21.72,4
2020-11-26,License 3,License,12.75,4
2020-11-26,Product 11,Product,9.49,3
2020-11-27,Product 11,Product,45.73,3
2020-11-27,Product 10,Product,72.05,3
2020-11-27,License 1,License,16.64,1
2020-11-28,Product 4,Product,61.89,4
2020-11-28,Product 9,Product,81.56,2
2020-11-28,Product 5,Product,98.99,3
2020-11-28,Managed Service 3,Managed Service,81.69,3
2020-11-28,Product 4,Product,40.25,2
2020-11-29,Managed Service 3,Managed Service,81.36,2
2020-11-30,Product 6,Product,90.34,1
2020-11-30,Managed Service 3,Managed Service,63.08,3
2020-11-30,Product 3,Product,15.93,3
2020-11-30,Product 5,Product,35.74,1
2020-11-30,License 6,License,2.24,2
2020-12-01,License 4,License,42.07,2
2020-12-01,Product 5,Product,98.53,2
2020-12-01,Product 2,Product,53.42,2
2020-12-01,Product 5,Product,10.97,4
2020-12-01,License 9,License,4.95,2
2020-12-02,Managed Service 1,Managed Service,73.11,2
2020-12-02,Product 12,Product,25.47,3
2020-12-02,Product 2,Product,19.24,2
2020-12-02,Product 6,Product,27.69,1
2020-12-03,License 4,License,46.23,4
2020-12-04,Product 2,Product,42.71,1
2020-12-04,Product 3,Product,78.51,3
2020-12-04,Managed Service 2,Managed Service,1.6,4
2020-12-04,License 9,License,6.74,3
2020-12-04,Product 1,Product,17.67,4
2020-12-05,Managed Service 3,Managed Service,59.69,1
2020-12-05,Product 1,Product,9.46,1
2020-12-05,License 9,License,45.86,3
2020-12-05,License 3,License,54.43,3
2020-12-06,Product 8,Product,90.01,2
2020-12-07,Managed Service 2,Managed Service,5.47,4
2020-12-07,Product 3,Product,83.15,3
2020-12-07,Product 9,Product,36.45,3
2020-12-07,Product 1,Product,36.03,3
2020-12-08,License 4,License,93.69,4
2020-12-09,Managed Service 3,Managed Service,98.47,3
2020-12-09,License 1,License,44.19,2
2020-12-09,Product 5,Product,8.75,4
2020-12-09,Product 12,Product,3.15,3
2020-12-10,License 8,License,85.63,2
2020-12-11,Product 8,Product,85.24,1
2020-12-11,Product 9,Product,97.82,3
2020-12-11,Product 7,Product,25.95,1
2020-12-11,License 9,License,57.33,3
2020-12-12,License 7,License,50.74,4
2020-12-12,Managed Service 2,Managed Service,40.93,4
2020-12-12,License 8,License,37.76,1
2020-12-12,License 4,License,18.36,2
2020-12-12,Product 5,Product,88.22,1
2020-12-13,License 5,License,76.83,1
2020-12-14,License 1,License,45.85,1
2020-12-15,Product 8,Product,85.5,2
2020-12-15,Product 12,Product,30.7,3
2020-12-15,License 8,License,92.67,2
2020-12-15,Product 9,Product,93.92,1
2020-12-15,License 8,License,72.36,3
2020-12-16,Product 11,Product,72.93,2
2020-12-17,Product 3,Product,22.76,2
2020-12-18,Product 9,Product,55.35,3
2020-12-18,License 4,License,28.01,3
2020-12-18,Product 12,Product,34.48,2
2020-12-19,License 9,License,40.45,4
2020-12-19,Product 2,Product,27.58,3
2020-12-19,License 7,License,79.76,1
2020-12-19,Product 3,Product,63.52,1
2020-12-20,License 6,License,62.75,2
2020-12-20,Product 8,Product,37.5,1
2020-12-20,License 9,License,90.4,4
2020-12-21,License 5,License,60.43,3
2020-12-21,License 5,License,87.29,2
2020-12-21,Product 3,Product,42.74,3
2020-12-21,Product 7,Product,13.7,2
2020-12-22,Product 6,Product,71.18,4
2020-12-23,Product 8,Product,30.37,4
2020-12-23,License 3,License,34.72,3
2020-12-23,Product 3,Product,31.05,2
2020-12-24,Product 3,Product,13.54,1
2020-12-24,Managed Service 1,Managed Service,29.54,2
2020-12-25,Managed Service 2,Managed Service,67.72,3
2020-12-25,Product 1,Product,71.89,3
2020-12-26,Product 5,Product,54.27,4
2020-12-26,License 7,License,54.75,2
2020-12-26,Product 8,Product,34.89,3
2020-12-26,License 6,License,39.94,4
2020-12-26,Managed Service 2,Managed Service,12.33,2
2020-12-27,Product 1,Product,80.1,3
2020-12-28,Managed Service 1,Managed Service,15.15,3
2020-12-28,License 9,License,87.82,4
2020-12-28,License 1,License,77.74,4
2020-12-28,Product 11,Product,95.28,1
2020-12-29,License 8,License,53.15,4
2020-12-29,Product 6,Product,71.73,3
2020-12-29,License 2,License,53.9,4
2020-12-29,License 1,License,14.78,3
2020-12-30,Product 1,Product,96.2,3
2020-12-30,Managed Service 1,Managed Service,76.28,2
2020-12-31,Product 11,Product,83.56,2
2020-12-31,Managed Service 3,Managed Service,79.99,2
2020-12-31,Product 5,Product,12.16,2
2020-12-31,Product 5,Product,16.34,2
2021-01-01,License 7,License,9.43,3
2021-01-02,Product 7,Product,77.24,3
2021-01-02,Product 5,Product,36.5,2
2021-01-03,License 5,License,33.18,4
2021-01-03,Product 6,Product,17.05,1
2021-01-03,License 1,License,79.76,3
2021-01-03,License 4,License,76.36,4
2021-01-03,Product 3,Product,35.3,4
2021-01-04,License 2,License,29.4,2
2021-01-05,License 2,License,76.6,1
2021-01-05,License 1,License,65.56,2
2021-01-06,Product 9,Product,19.41,1
2021-01-06,Product 11,Product,72.46,4
2021-01-06,Product 9,Product,73.62,1
2021-01-06,License 7,License,79.92,1
2021-01-07,License 5,License,30.78,4
2021-01-07,License 8,License,9.95,2
2021-01-08,Product 2,Product,79.9,1
2021-01-08,Product 9,Product,72.84,4
2021-01-08,License 3,License,15.64,3
2021-01-08,License 7,License,35.78,2
2021-01-08,Product 8,Product,75.04,4
2021-01-09,Product 3,Product,40.53,2
2021-01-09,Product 3,Product,75.58,4
2021-01-09,License 5,License,39.26,4
2021-01-09,Product 7,Product,56.71,4
2021-01-09,License 7,License,38.87,1
2021-01-10,Product 2,Product,33.52,1
2021-01-10,Product 10,Product,32.27,4
2021-01-10,Managed Service 1,Managed Service,97.53,4
2021-01-10,Managed Service 3,Managed Service,99.87,3
2021-01-11,Product 12,Product,17.24,3
2021-01-11,Product 12,Product,84.98,2
2021-01-11,License 9,License,13.03,4
2021-01-11,License 2,License,36.52,2
2021-01-11,Product 1,Product,53.05,4
2021-01-12,License 9,License,95.6,3
2021-01-13,Product 2,Product,79.84,2
2021-01-13,License 4,License,29.26,3
2021-01-13,License 2,License,69.31,1
2021-01-13,Product 7,Product,82.12,1
2021-01-13,Product 10,Product,74.69,2
2021-01-14,Product 9,Product,40.28,3
2021-01-14,Product 4,Product,84.53,3
2021-01-14,Product 10,Product,1.83,4
2021-01-15,Product 10,Product,68.6,4
2021-01-15,License 4,License,12.65,4
2021-01-16,Managed Service 2,Managed Service,3.3,4
2021-01-16,Product 9,Product,80.97,2
2021-01-16,License 1,License,20.52,1
2021-01-17,Managed Service 3,Managed Service,34.76,2
2021-01-18,License 7,License,29.06,1
2021-01-18,Product 12,Product,10.08,3
2021-01-18,Product 3,Product,4.5,4
2021-01-18,Product 9,Product,22.72,3
2021-01-19,Product 9,Product,18.7,2
2021-01-19,License 6,License,73.68,3
2021-01-19,License 4,License,11.96,1
2021-01-19,License 3,License,75.51,3
2021-01-19,Product 9,Product,27.85,4
2021-01-20,Product 11,Product,59.85,3
2021-01-20,Product 11,Product,35.05,3
2021-01-20,Product 2,Product,53.56,2
2021-01-21,License 6,License,75.05,3
2021-01-21,Product 11,Product,6.16,3
2021-01-21,License 1,License,39.89,3
2021-01-21,License 4,License,95.07,2
2021-01-22,Product 6,Product,32.41,4
2021-01-22,License 7,License,54.27,1
2021-01-22,Product 5,Product,35.97,2
2021-01-22,License 2,License,78.81,3
2021-01-22,License 7,License,49.98,4
2021-01-23,Product 6,Product,84.26,4
2021-01-23,Product 7,Product,93.22,1
2021-01-23,Product 2,Product,59.63,3
2021-01-23,Product 7,Product,16.25,2
2021-01-23,Product 5,Product,24.91,1
2021-01-24,Product 3,Product,3.86,3
2021-01-24,License 9,License,14.41,3
2021-01-24,Product 11,Product,41.5,3
2021-01-25,License 8,License,34.66,4
2021-01-25,Product 6,Product,12.11,2
2021-01-25,License 8,License,68.32,1
2021-01-25,Product 11,Product,37.37,4
2021-01-25,Product 6,Product,90.56,4
2021-01-26,Managed Service 3,Managed Service,84.56,4
2021-01-27,Product 10,Product,95.95,3
2021-01-28,License 6,License,58.27,3
2021-01-29,Managed Service 1,Managed Service,79.65,3
2021-01-29,License 7,License,12.28,4
2021-01-29,Product 3,Product,33.46,3
2021-01-29,License 4,License,51.5,2
2021-01-30,License 1,License,71.07,2
2021-01-30,Product 5,Product,71.34,3
2021-01-31,Product 3,Product,21.59,3
2021-01-31,License 2,License,0.89,1
2021-02-01,Product 5,Product,83.06,3
2021-02-01,Product 2,Product,10.13,3
2021-02-01,Product 7,Product,37.01,3
2021-02-01,Product 6,Product,6.91,3
2021-02-01,License 3,License,19.39,1
2021-02-02,Product 6,Product,97.74,4
2021-02-02,Product 8,Product,92.17,3
2021-02-03,Product 8,Product,69.08,3
2021-02-03,Product 6,Product,41.72,3
2021-02-04,License 6,License,69.33,4
2021-02-04,Product 4,Product,35.18,3
2021-02-05,Product 8,Product,69.68,2
2021-02-05,Product 12,Product,24.94,3
2021-02-05,Product 4,Product,79.15,1
2021-02-06,Product 5,Product,45.52,2
2021-02-07,Product 6,Product,36.9,1
2021-02-07,License 5,License,6.97,3
2021-02-07,License 4,License,16.11,1
2021-02-07,License 5,License,8.83,2
2021-02-07,Product 9,Product,84.23,2
2021-02-08,License 8,License,97.56,1
2021-02-09,License 8,License,66.71,1
2021-02-09,Product 10,Product,34.26,4
2021-02-09,License 6,License,42.67,4
2021-02-09,License 4,License,89.24,4
2021-02-09,Managed Service 1,Managed Service,64.55,2
2021-02-10,License 7,License,30.97,4
2021-02-10,License 6,License,31.49,2
2021-02-10,License 4,License,88.69,2
2021-02-10,License 1,License,93.57,1
2021-02-11,License 2,License,81.26,3
2021-02-12,Product 8,Product,82.67,4
2021-02-12,Product 3,Product,48.94,2
2021-02-12,License 5,License,87.81,3
2021-02-12,Product 5,Product,28.69,2
2021-02-13,Product 3,Product,16.59,3
2021-02-14,Product 4,Product,48.05,1
2021-02-14,Product 4,Product,49.93,1
2021-02-14,Product 5,Product,53.08,2
2021-02-15,Product 11,Product,4.88,3
2021-02-15,License 9,License,64.54,4
2021-02-15,Product 5,Product,21.42,2
2021-02-15,Product 9,Product,77.02,3
2021-02-15,License 8,License,60.16,1
2021-02-16,License 9,License,96.09,4
2021-02-16,Product 4,Product,11.85,3
2021-02-17,Product 4,Product,66.76,4
2021-02-17,Managed Service 2,Managed Service,38.88,3
2021-02-18,License 6,License,64.1,3
2021-02-18,Product 8,Product,40.4,2
2021-02-18,Managed Service 1,Managed Service,70.71,3
2021-02-19,Managed Service 3,Managed Service,83.05,1
2021-02-19,Product 3,Product,1.79,2
2021-02-20,License 3,License,85.22,3
2021-02-20,Product 5,Product,44.37,3
2021-02-21,Product 12,Product,97.69,3
2021-02-21,License 5,License,62.31,4
2021-02-21,License 8,License,91.56,2
2021-02-22,Product 5,Product,59.23,4
2021-02-22,License 2,License,19.63,4
2021-02-22,License 2,License,40.8,2
2021-02-23,Managed Service 2,Managed Service,41.62,2
2021-02-23,Product 3,Product,15.42,2
2021-02-23,License 6,License,34.26,3
2021-02-23,Product 9,Product,88.17,2
2021-02-24,License 7,License,26.79,2
2021-02-24,Product 6,Product,89.52,3
2021-02-24,License 8,License,49.71,4
2021-02-24,Product 6,Product,38.37,2
2021-02-24,Product 2,Product,87.22,1
2021-02-25,Product 3,Product,26.13,1
2021-02-25,Product 12,Product,54.15,2
2021-02-25,Product 1,Product,42.99,1
2021-02-25,License 1,License,79.69,1
2021-02-25,License 1,License,21.29,1
2021-02-26,Managed Service 2,Managed Service,42.13,4
2021-02-26,Product 3,Product,94.29,2
2021-02-26,Product 1,Product,27.5,3
2021-02-26,Product 7,Product,60.86,4
2021-02-27,Product 7,Product,87.18,1
2021-02-27,License 2,License,34.16,3
2021-02-27,Product 1,Product,71.44,1
2021-02-27,Managed Service 1,Managed Service,59.82,1
2021-02-27,License 9,License,7.72,1
2021-02-28,Product 12,Product,97.91,3
2021-02-28,License 7,License,85.57,2
